tax_sp_level,nbe_occ_gbif,nbe_loc_gbif,list_continents_gbif
Eriocaulon similischimperi,2,1,
Passerina falcifolia,4,4,AFRICA
Barleria whytei,0,NA,NA
Crossandra spinosa,5,5,AFRICA
Microdon cylindricus,1,1,AFRICA
Lycium cinereum,9,7,AFRICA
Asplenium sprucei,11,4,SOUTH_AMERICA
Aneilema lamuense,0,NA,NA
Cyphia schlechteri,2,1,AFRICA
Chascanum garipense,9,8,AFRICA
Mapania mangenotiana,9,6,AFRICA
Athrixia phylicoides,4,4,AFRICA
Kleinia dolichocoma,2,1,AFRICA
Gladiolus grantii,0,NA,NA
Begonia molleri,3,1,AFRICA
Byttneria guineensis,7,NA,NA
Combretum erythrophyllum,8,4,AFRICA
Rinorea cymulosa,NA,NA,NA
Stapelia gigantea,22,9,"NORTH_AMERICA, OCEANIA, SOUTH_AMERICA"
Commiphora hildebrandtii,9,7,AFRICA
Disa danielae,1,1,
Synaptophyllum juttae,1,1,AFRICA
Hemionitis pentagona,NA,NA,NA
Eulophia arenicola,4,3,AFRICA
Desmodium stolzii,2,2,AFRICA
Sansevieria raffillii,9,1,AFRICA
Dolichos glabrescens,8,5,AFRICA
Barleria rigida,9,8,AFRICA
Gonatopus clavatus,1,1,AFRICA
Physostigma cylindrospermum,5,2,AFRICA
Sebaea exacoides,3,2,AFRICA
Pistacia aethiopica,65,41,"EUROPE, SOUTH_AMERICA"
Psychotria tchoutoi,NA,NA,NA
Grielum humifusum,2,2,AFRICA
Pycnostachys prittwitzii,0,NA,NA
Psychotria longicalyx,241,120,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA"
Lepidagathis calycina,1,1,
Beilschmiedia grandifolia,5,1,AFRICA
Boswellia rivae,4,2,AFRICA
Metalasia muricata,4,3,AFRICA
Entada leptostachya,21,17,AFRICA
Cola simiarum,6,2,AFRICA
Tephrosia nyikensis,4,3,AFRICA
Aloe heliderana,0,NA,NA
Cissus caesia,9,3,AFRICA
Ipomoea shupangensis,9,8,AFRICA
Lippia callensii,2,2,
Rinorea dewildei,5,1,AFRICA
Cyperus cadamosti,4,3,AFRICA
Salacia luebbertii,1,1,AFRICA
Lobelia thuliniana,0,NA,NA
Euphorbia tholicola,0,NA,NA
Cenchrus setigerus,210,150,"OCEANIA, SOUTH_AMERICA, AFRICA"
Pandanus kajui,2,1,AFRICA
Schizaea tenella,2,2,AFRICA
Multidentia kingupirensis,1,1,AFRICA
Indigofera brachynema,4,4,AFRICA
Sonchus friesii,0,NA,NA
Tetraria involucrata,3,2,AFRICA
Eulophia trilamellata,13,5,AFRICA
Ipomoea crepidiformis,3,3,AFRICA
Acacia galpinii,6,6,AFRICA
Crassula volkensii,4,4,AFRICA
Vernonia lancifolia,0,NA,NA
Asparagus aethiopicus,142,82,"OCEANIA, NORTH_AMERICA, AFRICA, SOUTH_AMERICA"
Lycium afrum,9,5,AFRICA
Tragia adenanthera,3,2,AFRICA
Chlorophytum micranthum,75,46,AFRICA
Asplenium longicauda,4,3,AFRICA
Nymphoides ezannoi,5,4,AFRICA
Anisopappus petitianus,5,4,
Utricularia rigida,6,4,AFRICA
Roella lightfootioides,2,1,AFRICA
Hermannia tigrensis,1,1,
Justicia syncollotheca,5,3,
Drypetes lisolinoli,NA,NA,NA
Saintpaulia goetzeana,0,NA,NA
Canthium connatum,NA,NA,NA
Aloe ketabrowniorum,0,NA,NA
Icacina guessfeldtii,4,4,AFRICA
Persicaria wellensii,6,2,
Crassula ellenbeckiana,52,42,AFRICA
Eriosema buchananii,13,8,AFRICA
Clematis stolzii,14,8,AFRICA
Disa nervosa,4,1,AFRICA
Barleria wilmsiana,1,1,AFRICA
Erythrina haerdii,2,1,AFRICA
Macledium spinosum,3,2,AFRICA
Utricularia macrocheilos,3,2,AFRICA
Combretum bipindense,15,8,AFRICA
Triumfetta trifida,2,2,AFRICA
Cola edeensis,2,2,AFRICA
Beilschmiedia zahnii,1,1,AFRICA
Aptosimum depressum,3,3,AFRICA
Bulbostylis schimperiana,9,7,AFRICA
Callichilia monopodialis,19,7,AFRICA
Commelina kabarensis,9,5,AFRICA
Pancratium parvicoronatum,1,1,
Habenaria subarmata,1,1,AFRICA
Polystachya dewanckeliana,5,4,AFRICA
Dactyladenia pierrei,0,NA,NA
Omphalocarpum strombocarpum,0,NA,NA
Moraea papilionacea,4,3,AFRICA
Eragrostis palustris,9,5,AFRICA
Psoralea aphylla,12,9,AFRICA
Oleandra ejurana,1,1,AFRICA
Fuirena striatella,0,NA,NA
Carex peregrina,6,3,
Roepera cordifolia,2,2,AFRICA
Aidia abeidii,1,1,
Vernonia dembocola,3,3,
Rawsonia burtt-davyi,0,NA,NA
Phyllanthus rivae,4,1,AFRICA
Eragrostis venustula,0,NA,NA
Eremiolirion amboense,2,1,AFRICA
Isonema buchholzii,4,4,AFRICA
Othonna ramulosa,2,1,AFRICA
Commiphora rostrata,5,5,AFRICA
Oncocalyx welwitschii,3,3,AFRICA
Ammi visnaga,81,56,"SOUTH_AMERICA, AFRICA"
Indigofera fuscobarbata,4,2,AFRICA
Begonia comorensis,2,1,AFRICA
Eugenia liberiana,2,2,AFRICA
Indigofera dissitiflora,12,NA,NA
Barleria orbicularis,7,5,AFRICA
Vitex angolensis,3,3,AFRICA
Hypoxis galpinii,1,1,
Scleria oligochondra,1,1,
Thesium ericaefolium,0,NA,NA
Habenaria snowdenii,6,4,
Glossonema thruppii,3,2,AFRICA
Eragrostis raynaliana,4,2,AFRICA
Disperis thorncroftii,1,1,AFRICA
Uvaria clavata,13,6,AFRICA
Bulbostylis wombaliensis,7,5,AFRICA
Dracaena congensis,NA,NA,NA
Thyrsosalacia pararacemosa,7,2,AFRICA
Polystachya macropoda,15,5,AFRICA
Begonia pseudoviola,5,2,AFRICA
Bulbophyllum capituliflorum,10,6,AFRICA
Gerardia angolensis,5,2,AFRICA
Commelina welwitschii,1,1,
Psoralea filifolia,2,2,AFRICA
Harpephyllum caffrum,5,2,AFRICA
Huernia macrocarpa,NA,NA,NA
Triumfetta heliocarpa,1,1,AFRICA
Setaria atrata,5,4,AFRICA
Lobostemon laevigatus,2,2,AFRICA
Rafnia angulata,4,2,AFRICA
Alchemilla microbetula,8,5,AFRICA
Malaxis prorepens,3,3,AFRICA
Desmodium scorpiurus,183,113,"SOUTH_AMERICA, OCEANIA, NORTH_AMERICA, AFRICA, ASIA"
Phyllanthus schliebenii,0,NA,NA
Cissus albiporcata,0,NA,NA
Eugenia elliotii,57,NA,NA
Cynodon plectostachyus,21,16,"SOUTH_AMERICA, AFRICA"
Cordyla pinnata,7,7,AFRICA
Eulophia brachystyla,1,1,AFRICA
Aster tanzaniensis,2,2,AFRICA
Cyperus waillyi,2,1,AFRICA
Dichapetalum beilschmiedioides,20,4,AFRICA
Pyrostria phyllanthoidea,2,2,AFRICA
Aedesia spectabilis,2,2,AFRICA
Hibiscus debeerstii,5,5,AFRICA
Microcoelia bispiculata,0,NA,NA
Jamesbrittenia atropurpurea,3,3,AFRICA
Anthospermum rigidum,6,5,AFRICA
Strombosia gossweileri,5,4,AFRICA
Rubus scheffleri,7,5,AFRICA
Solanum donianum,46,33,"SOUTH_AMERICA, ASIA, NORTH_AMERICA, AFRICA"
Jatropha trifida,0,NA,NA
Lobelia pubescens,1,1,AFRICA
Pavonia elegans,4,3,AFRICA
Dipcadi tacazzeanum,74,46,AFRICA
Allophylus nigericus,1,1,AFRICA
Aeollanthus alternatus,0,NA,NA
Byttneria dahomensis,1,1,AFRICA
Amorphophallus maximus,5,4,AFRICA
Conyza variegata,5,3,AFRICA
Senecio aegyptius,2,1,AFRICA
Albertisia mangenotii,6,2,AFRICA
Otomeria oculata,3,3,AFRICA
Ctenitis cirrhosa,7,7,AFRICA
Barleria angustiloba,1,1,AFRICA
Caralluma penicillata,1,1,AFRICA
Panicum mitopus,2,2,AFRICA
Humularia katangensis,1,1,
Achyrospermum ciliatum,16,11,AFRICA
Keetia venosissima,0,NA,NA
Xyris aristata,10,9,AFRICA
Oldenlandia forcipistipula,1,1,AFRICA
Scleria baroni-clarkei,5,4,AFRICA
Heterotis rupicola,NA,NA,NA
Aloe elgonica,0,NA,NA
Thamnosma hirschii,5,3,
Pulicaria scabra,6,5,AFRICA
Nelmesia melanostachya,4,3,
Cynometra letestui,6,3,AFRICA
Roella incurva,4,2,AFRICA
Angraecum lisowskianum,0,NA,NA
Trifolium wentzelianum,0,NA,NA
Helichrysum gaharoense,1,1,AFRICA
Fuirena abnormalis,1,1,AFRICA
Pseudocalyx pasquierorum,10,2,AFRICA
Bauhinia leucantha,0,NA,NA
Pilocarpus racemosus,83,26,"SOUTH_AMERICA, NORTH_AMERICA"
Tapinanthus pentagonia,9,6,"AFRICA, ASIA"
Jamesbrittenia micrantha,7,5,AFRICA
Schizochilus zeyheri,6,3,AFRICA
Barleria diffusa,NA,NA,NA
Huernia concinna,1,1,AFRICA
Icuria dunensis,25,6,AFRICA
Myrtus communis,72,45,"EUROPE, SOUTH_AMERICA, NORTH_AMERICA, ASIA, AFRICA"
Lotononis divaricata,2,2,AFRICA
Coelachyrum brevifolium,14,5,"ASIA, AFRICA"
Eulophia monotropis,10,4,
Citrus grandis,32,21,"SOUTH_AMERICA, NORTH_AMERICA, ASIA"
Anisopappus abercornensis,0,NA,NA
Ectadium latifolium,1,1,AFRICA
Sedum meyeri-johannis,3,2,AFRICA
Rinorea mezilii,2,2,AFRICA
Pycnostachys deflexifolia,4,4,AFRICA
Helichrysum decorum,6,5,AFRICA
Cola welwitschii,0,NA,NA
Crotalaria welwitschii,0,NA,NA
Deschampsia flexuosa,171,133,"NORTH_AMERICA, EUROPE"
Acacia permixta,0,NA,NA
Gnidia poggei,3,3,
Teucrium yemense,4,4,AFRICA
Anarrhinum orientale,5,4,"AFRICA, ASIA"
Satyrium monadenum,6,3,AFRICA
Indigofera trialata,3,3,AFRICA
Erica cederbergensis,1,1,AFRICA
Chlorophytum minor,1,1,
Triumfetta kirkii,3,3,AFRICA
Cheilanthes multifida,34,25,AFRICA
Barleria parviflora,24,11,AFRICA
Afrocarpus dawei,0,NA,NA
Impatiens hydrogetonoides,1,1,AFRICA
Cineraria mollis,1,1,AFRICA
Cleome usambarica,0,NA,NA
Buddleja auriculata,4,2,AFRICA
Sopubia eminii,2,2,AFRICA
Wahlenbergia upembensis,14,11,
Huernia similis,0,NA,NA
Bidens cinerea,0,NA,NA
Ozoroa namaensis,3,3,AFRICA
Drimia hockii,3,2,
Afrocanthium mundianum,5,4,AFRICA
Restio scaber,1,1,AFRICA
Ceropegia sobolifera,3,1,AFRICA
Cola humilis,NA,NA,NA
Ozoroa mucronata,21,11,AFRICA
Drypetes calvescens,11,6,AFRICA
Salacia dimidia,10,7,AFRICA
Euphorbia schinzii,2,2,AFRICA
Justicia luteocinerea,4,4,AFRICA
Bolusia amboensis,4,2,AFRICA
Rhipidoglossum paucifolium,0,NA,NA
Portulaca oblonga,1,1,AFRICA
Eriosema filipendulum,0,NA,NA
Cassipourea carringtoniana,11,3,AFRICA
Crotalaria polygaloides,5,4,AFRICA
Geigeria alata,6,6,AFRICA
Avena barbata,364,262,OCEANIA
Ocimum dambicola,4,3,AFRICA
Eriocaulon laniceps,0,NA,NA
Schistostephium griseum,0,NA,NA
Hypericophyllum compositarum,6,2,AFRICA
Aloe rugosifolia,2,1,AFRICA
Dorstenia thikaensis,0,NA,NA
Orthosiphon hanningtonii,0,NA,NA
Ceropegia recurvata,4,2,AFRICA
Helichrysum marginatum,2,1,AFRICA
Tetragonia fruticosa,2,1,AFRICA
Dolichos corymbosus,3,2,
Phylica comosa,0,NA,NA
Euphorbia sebsebei,0,NA,NA
Halosarcia indica,1439,831,"OCEANIA, AFRICA"
Cotula melaleuca,0,NA,NA
Diaphananthe bueae,0,NA,NA
Euphorbia dumalis,6,4,AFRICA
Cucumis hastatus,0,NA,NA
Sarcorrhiza epiphytica,0,NA,NA
Pseudosopubia procumbens,1,1,AFRICA
Adenia ellenbeckii,11,4,AFRICA
Cyperus tisserantioides,4,4,AFRICA
Dorstenia zenkeri,14,6,AFRICA
Ypsilopus erecta,1,1,AFRICA
Digitaria uniglumis,2,NA,NA
Agelanthus glomeratus,2,2,AFRICA
Vernonia turbinella,5,4,AFRICA
Ophrestia unicostata,2,1,AFRICA
Kotschya platyphylla,0,NA,NA
Maerua bussei,1,1,
Tessmannia burttii,0,NA,NA
Eriocaulon elegantulum,4,3,AFRICA
Phyllanthus nyale,1,1,AFRICA
Crossandra obanensis,2,1,AFRICA
Emilia emilioides,2,2,
Blotiella tisserantii,7,4,AFRICA
Palisota preussiana,3,2,AFRICA
Dolichos aciphyllus,2,2,
Muraltia hyssopifolia,1,1,AFRICA
Kickxia elatine,351,233,"OCEANIA, NORTH_AMERICA, EUROPE"
Impatiens flammea,0,NA,NA
Euphorbia furcatifolia,0,NA,NA
Harpochloa pseudoharpechloa,0,NA,NA
Helichrysum confertifolium,0,NA,NA
Ancylanthos rogersii,16,7,AFRICA
Oldenlandia sclerophylla,0,NA,NA
Beilschmiedia fruticosa,4,2,AFRICA
Cordeauxia edulis,2,2,AFRICA
Ficinia pinguior,1,1,AFRICA
Leonotis leonurus,54,34,"AFRICA, SOUTH_AMERICA, OCEANIA"
Crotalaria callensii,6,6,
Hypericum oligandrum,6,6,AFRICA
Dalechampia katangensis,6,4,
Habenaria diselloides,0,NA,NA
Gladiolus sulcultatus,0,NA,NA
Sesamum pedalioides,0,NA,NA
Heliotropium congestum,1,1,AFRICA
Memecylon germainii,10,3,AFRICA
Euphorbia doloensis,0,NA,NA
Microcoelia nyungwensis,2,1,
Psychotria bracteosa,NA,NA,NA
Nesaea aspera,3,3,AFRICA
Raphionacme michelii,2,2,
Vernonia subscandens,0,NA,NA
Hymenocardia ripicola,5,4,AFRICA
Onychium divaricatum,6,5,AFRICA
Vahlia digyna,10,7,AFRICA
Senecio ornatus,3,3,
Solanum arundo,5,2,AFRICA
Dipteropeltis macrantha,9,3,AFRICA
Tetrapogon villosus,22,19,AFRICA
Boscia keniensis,0,NA,NA
Cleistanthus michelsonii,104,58,AFRICA
Sutera tomentosa,1,1,AFRICA
Andropogon textilis,0,NA,NA
Reseda gilgiana,6,6,AFRICA
Fadogia luangwae,0,NA,NA
Disa caulescens,4,3,AFRICA
Cyphia decora,0,NA,NA
Brachyachne patentiflora,5,2,AFRICA
Neostenanthera neurosericea,9,2,AFRICA
Rhabdotosperma scrophulariifolia,4,4,AFRICA
Najas liberiensis,10,9,AFRICA
Royena pallens,9,4,AFRICA
Crassocephalum kassnerianum,4,4,
Eragrostis rotifer,7,6,AFRICA
Hugonia macrophylla,8,5,AFRICA
Habenaria engleriana,3,1,AFRICA
Tristachya biseriata,4,3,AFRICA
Cyperus circumclusus,15,12,AFRICA
Ludwigia senegalensis,9,8,AFRICA
Romulea camerooniana,2,2,AFRICA
Satyrium parviflorum,4,4,AFRICA
Momordica henriquesii,1,1,
Sphenostylis zimbabweensis,0,NA,NA
Urginea nyasae,5,4,AFRICA
Memecylon rheophyticum,1,1,AFRICA
Cyphostemma cymosum,17,13,AFRICA
Urochloa brachyura,3,3,AFRICA
Scleria pooides,9,7,AFRICA
Cycniopsis humilis,6,4,AFRICA
Galenia africana,6,5,AFRICA
Ecbolium albiflorum,0,NA,NA
Aerangis oligantha,0,NA,NA
Thesium kilimandscharicum,3,2,AFRICA
Limonium anthericoides,2,1,AFRICA
Uvaria gabonensis,17,5,AFRICA
Scleria patula,4,2,
Pharnaceum dichotomum,4,2,AFRICA
Fimbristylis debilis,4,4,AFRICA
Lecomtedoxa biraudii,9,3,AFRICA
Helichrysum ellipticifolium,9,7,AFRICA
Atriplex lindleyi,924,555,"NORTH_AMERICA, OCEANIA, AFRICA"
Pachystigma latifolium,6,3,
Gerrardanthus paniculatus,2,2,AFRICA
Crateranthus le-testui,6,2,AFRICA
Ipomoea longituba,0,NA,NA
Aloe trigonantha,0,NA,NA
Hugonia macrocarpa,3,3,AFRICA
Disa concinna,19,14,AFRICA
Habenaria chlorotica,46,33,AFRICA
Gambeya taiensis,9,5,AFRICA
Cerastium capense,3,2,AFRICA
Psychotria sublyrata,NA,NA,NA
Ocimum fischeri,1,1,AFRICA
Inula glomerata,25,19,AFRICA
Dorstenia yambuyaensis,12,6,AFRICA
Nicolasia costata,1,1,AFRICA
Juncus engleri,0,NA,NA
Inula klingii,8,6,AFRICA
Malaxis schliebenii,2,1,
Schotia latifolia,7,6,"NORTH_AMERICA, AFRICA"
Searsia tomentosa,6,6,AFRICA
Paepalanthus lamarckii,27,22,"SOUTH_AMERICA, AFRICA"
Trifolium petitianum,18,10,AFRICA
Geocardia obovallata,NA,NA,NA
Barleria usambarica,2,2,AFRICA
Bulbophyllum graminifolium,39,18,AFRICA
Panicum poioides,0,NA,NA
Habenaria odorata,0,NA,NA
Amorphophallus mullendersii,1,1,
Tragia incisifolia,1,1,AFRICA
Jatropha neriifolia,1,1,AFRICA
Buchnera keilii,3,3,AFRICA
Lachnagrostis lachnantha,20,9,AFRICA
Stachys spathulata,4,4,AFRICA
Aloe pustuligemma,0,NA,NA
Aspalathus suffruticosa,3,1,AFRICA
Emilia basifolia,3,3,AFRICA
Phyllanthus pseudoniruri,10,7,AFRICA
Vigna gazensis,10,6,AFRICA
Trichomanes ruwenzoriense,1,1,
Buphane disticha,NA,NA,NA
Moraea regalis,1,1,AFRICA
Habenaria nyikana,2,2,AFRICA
Kotschya suberifera,0,NA,NA
Floscopa axillaris,2,2,AFRICA
Habenaria nyikensis,1,1,AFRICA
Trianthema salsoloides,6,3,AFRICA
Utricularia livida,17,15,AFRICA
Baphia latiloi,2,2,AFRICA
Hypodiscus binatus,0,NA,NA
Pavetta quasidigita,6,3,AFRICA
Eulophia rolfeana,2,2,
Rhynchosia nervosa,9,7,AFRICA
Ceropegia floribunda,0,NA,NA
Eragrostis homblei,2,1,AFRICA
Zeuxine cochlearis,1,1,AFRICA
Asplenium cordatum,7,3,AFRICA
Sedum mooneyi,3,2,
Aloe miskatana,0,NA,NA
Anthospermum hispidulum,3,2,AFRICA
Habenaria decorata,10,7,AFRICA
Inula robynsii,7,6,AFRICA
Laggera tomentosa,6,NA,NA
Stipagrostis namaquensis,60,49,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA, OCEANIA, EUROPE"
Isolona deightonii,3,2,AFRICA
Indigofera arenophila,0,NA,NA
Neorautanenia ficifolia,6,3,AFRICA
Aspalathus perforata,1,1,AFRICA
Gilbertiodendron quinquejugum,31,9,AFRICA
Habenaria bracteosa,4,3,AFRICA
Silene undulata,4,3,AFRICA
Pristimera longipetiolata,11,7,AFRICA
Crotalaria warfae,1,1,AFRICA
Asplenium isabelense,1,NA,NA
Panicum ruspolii,1,1,AFRICA
Eulophia brevipetala,0,NA,NA
Loudetiopsis capillipes,2,2,AFRICA
Aloe ankoberensis,0,NA,NA
Nucularia perrinii,7,6,
Hemionitis nicklesii,NA,NA,NA
Geophila ingens,11,5,AFRICA
Polystachya laurentii,8,2,AFRICA
Gomphocarpus semiamplectens,1,1,AFRICA
Pseudoeriosema moeroense,1,1,
Bothriocline huillensis,2,2,AFRICA
Scleria nyasensis,6,4,AFRICA
Eminia harmsiana,2,2,
Limnophila dasyantha,9,9,AFRICA
Pavetta gracilifolia,6,4,AFRICA
Hyphaene reptans,4,2,
Memecylon oubanguianum,8,4,AFRICA
Hemionitis scioana,NA,NA,NA
Cyanella lutea,9,7,AFRICA
Cleome hanburyana,5,4,AFRICA
Stathmostelma diversifolium,0,NA,NA
Lippia wilmsii,2,2,AFRICA
Royena glabra,7,5,AFRICA
Senecio venosus,5,5,AFRICA
Euphorbia stapfii,0,NA,NA
Commiphora swynnertonii,0,NA,NA
Petrorhagia prolifera,85,52,EUROPE
Tapinanthus praetexta,14,4,AFRICA
Halophila ovalis,430,244,"OCEANIA, ASIA, AFRICA"
Tetrachaete elionuroides,5,5,AFRICA
Geigeria acicularis,1,1,AFRICA
Tamarix arborea,8,4,AFRICA
Eulophia nyasae,5,4,AFRICA
Dorstenia dionga,0,NA,NA
Indigofera biglandulosa,0,NA,NA
Warneckea schliebenii,4,4,AFRICA
Phyllanthus geniculatostemon,2,1,AFRICA
Ruellia otaviensis,75,47,"OCEANIA, AFRICA"
Senecio morotonensis,0,NA,NA
Antherotoma angustifolia,2,2,AFRICA
Hibiscus somalensis,1,1,AFRICA
Chloris lamproparia,16,8,AFRICA
Erica simii,4,4,AFRICA
Adenodolichos bequaertii,2,2,
Pachycarpus campanulatus,1,1,AFRICA
Searsia erosa,3,2,AFRICA
Alchemilla woodii,2,2,AFRICA
Pentaschistis aurea,0,NA,NA
Acalypha paucifolia,1,1,AFRICA
Caralluma dalzielii,1,1,AFRICA
Plectranthus chevalieri,0,NA,NA
Rubus iringanus,0,NA,NA
Wahlenbergia wittei,2,2,
Laccodiscus spinulosodentatus,1,NA,NA
Tetraria thermalis,3,2,AFRICA
Polystachya caduca,4,4,AFRICA
Kyllinga filicula,180,135,"SOUTH_AMERICA, OCEANIA, AFRICA, NORTH_AMERICA"
Fadogia schmitzii,3,1,
Psydrax sanguinolenta,NA,NA,NA
Angraecum modicum,6,NA,NA
Olinia emarginata,2,2,AFRICA
Habenaria kassneriana,7,3,AFRICA
Melhania denhamii,5,NA,NA
Eragrostis pseudopoa,1,1,AFRICA
Blepharispermum villosum,4,3,AFRICA
Hedbergia decurva,7,6,AFRICA
Plectranthus seretii,3,3,AFRICA
Commiphora kaokoensis,6,3,AFRICA
Cymodocea serrulata,77,46,"OCEANIA, AFRICA, ASIA"
Nivenia stenosiphon,1,1,AFRICA
Celosia vanderystii,1,1,
Solanum schliebenii,1,1,
Euryops imbricatus,0,NA,NA
Barleria merxmuelleri,3,2,AFRICA
Pycnostachys ciliata,1,1,AFRICA
Chascanum moldenkei,1,1,AFRICA
Senecio ilicifolius,0,NA,NA
Schizachyrium lopollense,2,2,AFRICA
Bothriocline ruwenzoriensis,8,2,AFRICA
Cycnium filicalyx,3,3,AFRICA
Sherbournia millenii,8,4,AFRICA
Anisotes bracteatus,2,2,AFRICA
Dyschoriste thunbergiiflora,2,2,AFRICA
Blepharis ciliaris,42,35,AFRICA
Aeollanthus zanzibaricus,2,2,AFRICA
Morella pilulifera,11,8,AFRICA
Psychotria tenuipetiolata,0,NA,NA
Lapeirousia simulans,1,1,AFRICA
Ottelia fischeri,1,1,AFRICA
Laggera decurrens,221,174,"OCEANIA, AFRICA"
Pycnocoma louisii,10,7,
Crinum macowanii,8,5,AFRICA
Harveya buchwaldii,0,NA,NA
Euphorbia caput-medusae,4,2,AFRICA
Aristida meridionalis,12,8,AFRICA
Physotrichia verdickii,1,1,
Thunbergia atacorensis,10,2,AFRICA
Thunbergia neglecta,3,2,AFRICA
Enteropogon rupestris,4,4,AFRICA
Hyparrhenia tamba,18,7,AFRICA
Raphionacme keayii,0,NA,NA
Thunbergia schimbensis,11,10,AFRICA
Psychotria nubicola,2,1,AFRICA
Nephthytis swainei,6,5,AFRICA
Crassula tabularis,1,1,AFRICA
Peponium cienkowskii,0,NA,NA
Oftia africana,1,1,
Tragia crenata,0,NA,NA
Ocimum pyramidatum,0,NA,NA
Pseudobaeckea cordata,1,1,
Hibiscus hildebrandtii,9,3,AFRICA
Whitfieldia laurentii,4,4,
Indigofera bayensis,0,NA,NA
Cyperus cruentus,4,2,
Holothrix tridentata,0,NA,NA
Scleria laxiflora,0,NA,NA
Trichoscypha bracteata,3,2,AFRICA
Aloe rupicola,0,NA,NA
Commelina quarrei,3,2,AFRICA
Crateranthus congolensis,2,1,AFRICA
Fagonia arabica,37,16,AFRICA
Cliffortia stricta,0,NA,NA
Caralluma socotrana,4,3,AFRICA
Dicellandra glanduligera,7,4,AFRICA
Kotschya eurycalyx,0,NA,NA
Selago viscosa,0,NA,NA
Afrocanthium salubenii,0,NA,NA
Anisopappus upembensis,2,NA,NA
Adenia tricostata,19,10,AFRICA
Verbascum pedunculosum,8,5,AFRICA
Coccinia hirtella,0,NA,NA
Selago nyasae,5,3,AFRICA
Manilkara dawei,5,2,AFRICA
Indigofera nyassica,4,2,AFRICA
Strychnos penninervis,3,2,AFRICA
Chaetobromus involucratus,4,3,AFRICA
Senna ellisiae,0,NA,NA
Asplenium schnellii,0,NA,NA
Beilschmiedia sessilifolia,5,3,AFRICA
Aporrhiza multijuga,1,1,
Limonium capense,1,1,AFRICA
Cyperus fulgens,2,2,AFRICA
Blepharis subvolubilis,5,5,AFRICA
Panicum homblei,6,2,
Adenia lanceolata,0,NA,NA
Australina flaccida,7,5,AFRICA
Euphorbia baleensis,0,NA,NA
Syngonanthus ngoweensis,3,3,AFRICA
Lycium intricatum,17,11,"EUROPE, AFRICA"
Xerophyta viscosa,2,2,AFRICA
Pachypodium succulentum,2,1,AFRICA
Oxalis pes-caprae,506,258,OCEANIA
Ornithogalum juncifolium,4,2,AFRICA
Leucadendron pubescens,2,1,AFRICA
Searsia lancea,13,10,"NORTH_AMERICA, AFRICA"
Stylochaeton puberulus,5,2,AFRICA
Phylica odorata,6,4,AFRICA
Cynoglossum cheranganiense,2,NA,NA
Diplacrum capitatum,45,30,"SOUTH_AMERICA, AFRICA"
Impatiens cinnabarina,0,NA,NA
Nervilia shirensis,6,6,AFRICA
Zeuxine ballii,0,NA,NA
Aloe mubendiensis,0,NA,NA
Agathosma bifida,5,4,AFRICA
Setaria parviflora,342,176,"SOUTH_AMERICA, OCEANIA, NORTH_AMERICA"
Tylecodon paniculatus,3,2,AFRICA
Prismatocarpus schlechteri,1,1,AFRICA
Canthium ealaense,2,1,
Aloe leedalii,0,NA,NA
Cyperus kilimandscharicus,1,1,AFRICA
Monosalpinx guillaumetii,5,3,AFRICA
Ecbolium striatum,1,1,AFRICA
Coffea anthonyi,5,3,AFRICA
Viscum hildebrandtii,1,1,AFRICA
Tragia abortiva,1,1,AFRICA
Plectranthus coeruleus,1,1,
Peperomia laeteviridis,3,1,AFRICA
Allium alibile,1,1,AFRICA
Conium maculatum,379,249,"NORTH_AMERICA, SOUTH_AMERICA, EUROPE"
Elegia stokoei,1,1,AFRICA
Cephalophis lukei,2,2,AFRICA
Marcelliopsis denudata,1,1,
Willkommia annua,1,1,AFRICA
Leersia denudata,4,1,AFRICA
Cleistopholis myristiciflora,4,3,AFRICA
Cyphostemma vandenbrandeanum,2,2,AFRICA
Conyza incana,9,5,AFRICA
Maerua decumbens,5,4,AFRICA
Barleria delamerei,9,7,AFRICA
Kalanchoe usambarensis,0,NA,NA
Polygala guerichiana,4,3,AFRICA
Chassalia longiloba,0,NA,NA
Cyanastrum goetzeanum,1,1,AFRICA
Sphaeranthus stuhlmannii,1,1,AFRICA
Sedum ruwenzoriense,4,3,AFRICA
Vernonia schliebenii,0,NA,NA
Rotala welwitschii,4,4,AFRICA
Polycarena pubescens,0,NA,NA
Tridactyle crassifolia,7,4,AFRICA
Grammitis kyimbilensis,8,4,AFRICA
Staavia capitella,6,4,AFRICA
Kihansia lovetii,0,NA,NA
Cyperus eragrostis,387,266,"NORTH_AMERICA, OCEANIA, SOUTH_AMERICA"
Habenaria riparia,0,NA,NA
Euphorbia rhizophora,0,NA,NA
Salsola kali,228,196,"NORTH_AMERICA, EUROPE"
Celsia micrantha,4,3,AFRICA
Aspalathus sericea,1,1,AFRICA
Polygala ehlersii,2,1,AFRICA
Exochaenium perparvum,0,NA,NA
Limosella major,6,5,AFRICA
Berkheya rigida,21,5,AFRICA
Cyphia bulbosa,3,3,AFRICA
Dryopteris glandulosopaleata,1,1,AFRICA
Crotalaria pseudoseretii,3,1,
Euphorbia cervicornu,4,2,AFRICA
Satyrium orbiculare,4,4,
Buchnera quangensis,4,4,AFRICA
Helichrysum hedbergianum,4,2,AFRICA
